iter	MultiClass
377	0.02280477868
378	0.02271187832
379	0.0226241706
380	0.02254493008
381	0.02245278131
382	0.02237746527
383	0.02229228144
384	0.02223229006
385	0.02218529142
386	0.02214228528
387	0.02211249757
388	0.02206221085
389	0.02199806759
390	0.02190068613
391	0.02184896098
392	0.0217746312
393	0.02171411424
394	0.02166234225
395	0.02160540785
396	0.02147287475
397	0.02139530354
398	0.02135357422
399	0.02130259217
400	0.02124602306
401	0.02118191381
402	0.02107423155
403	0.02104213966
404	0.02099372144
405	0.02092804243
406	0.02086018748
407	0.02077482415
408	0.02070698195
409	0.02064225037
410	0.02051818455
411	0.02048822696
412	0.02043723109
413	0.02041107229
414	0.02031318364
415	0.02028665217
416	0.020217022
417	0.02016818875
418	0.02008534712
419	0.02000704324
420	0.01993543394
421	0.01984022418
422	0.01977185976
423	0.01974464157
424	0.01967574168
425	0.01964915593
426	0.01959002553
427	0.01951117259
428	0.0194536497
429	0.01940402047
430	0.01929957946
431	0.01922421576
432	0.01916285163
433	0.01909508127
434	0.0190230852
435	0.01896114678
436	0.01890223355
437	0.0188386817
438	0.01878027762
439	0.01874035247
440	0.01865675513
441	0.01861873847
442	0.01855462373
443	0.01850508001
444	0.01844131996
445	0.01835457462
446	0.01830639683
447	0.01826263309
448	0.0182339552
449	0.01817392591
450	0.01812050867
451	0.01807057349
452	0.0180321762
453	0.018004569
454	0.01791872977
455	0.0178972258
456	0.01787111912
457	0.01782526259
458	0.01777063502
459	0.01771822235
460	0.01767787056
461	0.01762054763
462	0.01759799808
463	0.01756659638
464	0.01751435615
465	0.0174425855
466	0.01740426079
467	0.0173539581
468	0.01731546187
469	0.0172463164
470	0.01720584215
471	0.01716391603
472	0.0171052577
473	0.01707395681
474	0.01703105533
475	0.0169880054
476	0.01694213348
477	0.01691836091
478	0.01685038816
479	0.01680722793
480	0.01679523274
481	0.01674789047
482	0.01668536867
483	0.01663930627
484	0.01659797383
485	0.01654294414
486	0.01649666384
487	0.01646387499
488	0.01642171612
489	0.0163627273
490	0.01630620401
491	0.01627848972
492	0.0162199142
493	0.01619001269
494	0.01615143472
495	0.01608857869
496	0.01602359412
497	0.01596934695
498	0.01590543962
499	0.01585550075
