File,Word Count,Positive,Negative,sentiment_score_economic,Year,Month
20210927,2309,154,145,2.0,2021,09
20211007,2214,116,157,-26.174999999999972,2021,10
20211013,2861,209,104,48.999999999999986,2021,10
20220218,1858,151,34,51.849999999999994,2022,02
20220405,2480,157,111,24.375000000000007,2022,04
20220525,1190,152,74,36.124999999999986,2022,05
20220708,1994,208,143,18.12500000000001,2022,07
20220719,726,63,12,21.15,2022,07
20220829,709,105,9,36.925,2022,08
20220907,1635,90,92,2.0000000000000027,2022,09
20220930,1440,68,74,-0.3000000000000056,2022,09
20221010,1676,82,89,-0.3750000000000011,2022,10
20221128,1625,82,142,-33.625000000000014,2022,11
20230119,2042,77,116,-19.174999999999997,2023,01
20181025,1555,130,64,31.474999999999998,2018,10
20181127,1477,104,42,24.55,2018,11
20190110,1807,141,45,44.92500000000001,2019,01
20190222,3681,248,104,64.25,2019,02
20190228,631,51,20,14.875000000000005,2019,02
20190328,1439,75,115,-20.275,2019,03
20190409,3988,257,119,58.400000000000006,2019,04
20190411,540,42,17,10.725,2019,04
20190503,3408,279,92,47.8499999999999,2019,05
20190513,1332,85,36,22.45,2019,05
20190517,394,46,6,16.425000000000004,2019,05
20190520,1839,107,58,21.399999999999988,2019,05
20190530,2983,212,84,51.20000000000002,2019,05
20190605,636,61,18,18.09999999999999,2019,06
20190701,4255,276,122,66.45000000000002,2019,07
20190926,3840,239,102,63.25,2019,09
20191001,312,33,5,14.45,2019,10
20191018,751,53,26,13.149999999999997,2019,10
20191101,1623,111,67,18.25,2019,11
20191112,4135,260,207,15.72500000000002,2019,11
20191114,3153,222,88,61.974999999999994,2019,11
